Id,Label,0,1,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
93987316076-63,CEMBUREAU - The European Cement Association,org,0,7,0.246466,0.268056,7218.066403
09586631237-74,European agri-cooperatives,org,-1,8,0.222737,0.245488,10881.99072
15423437054-40,Verband der Chemischen Industrie e.V.,org,0,8,0.239594,0.262278,1398.369082
877966419254-70,Zalando SE,org,2,8,0.209984,0.226308,491.030486
030031840349-92,CSL Behring,org,0,8,0.225408,0.244434,706.543804
916768537222-67,Make.org,org,1,8,0.209618,0.224705,1364.238375
006411421255-36,IHK Nord e.V. - Arbeitsgemeinschaft norddeutscher Industrie- und Handelskammern,org,0,8,0.195769,0.2062,71.118052
036915715533-64,WACKER CHEMIE AG,org,0,8,0.224148,0.242014,256.400968
839875843804-07,viagogo GmbH,org,1,8,0.198548,0.210774,957.324046
1420587986-32,Verband Kommunaler Unternehmen e.V.,org,0,8,0.242491,0.265406,1948.435934
112051847836-65,Nyrstar Netherlands (Holdings) B.V.,org,2,8,0.208095,0.222574,355.639823
77303494979-13,LANXESS AG,org,0,8,0.213791,0.228731,289.598408
965428625484-18,Open Fiber,org,1,8,0.214783,0.229996,335.061544
81995781088-41,APCO Worldwide,org,1,8,0.209765,0.224041,145.89707
420631795547-07,LATITUDE,org,0,8,0.211164,0.225134,87.943726
588327811384-96,Apple Inc.,org,0,7,0.256339,0.283221,16494.20128
75755621888-61,Wirtschaftsvereinigung Stahl,org,0,8,0.223481,0.240288,118.818623
0935153658-47,France Chimie,org,0,8,0.204975,0.21741,193.79935
427653644807-10,Daimler Truck AG,org,0,7,0.229012,0.247475,751.932473
594787238502-76,ARTICLE 19,org,2,8,0.20824,0.224247,714.025957
0330934426-12,The Danish Chamber of Commerce,org,1,8,0.230946,0.251602,3742.975839
619827038860-30,Hitachi Energy,org,2,9,0.192696,0.205068,920.196341
6504541970-40,Volkswagen Aktiengesellschaft,org,0,7,0.270519,0.299012,11540.106884
796380111637-72,Helsinki EU Office,org,4,8,0.201003,0.215864,140.249576
85103504511-82,ActionAid,org,5,8,0.203312,0.217955,1021.099537
13073098010-57,Energiföretagen / Swedenergy,org,1,8,0.210499,0.225569,462.703457
444713544475-78,Szövetség a Polgári Magyarországért Alapítvány,org,-1,10,0.167246,0.177866,647.855967
214140728444-40,Bloomberg L.P.,org,3,8,0.210868,0.223934,588.829501
15366395387-57,Nestlé S.A.,org,0,8,0.220532,0.236697,297.580984
464772151320-38,Football Supporters Europe,org,1,8,0.199007,0.2109,181.300372
46530831412-96,Brot für die Welt,org,2,8,0.203107,0.21488,192.770453
872658147669-88,AWO Bundesverband e.V.,org,1,8,0.220048,0.238146,1026.905103
55888811123-49,Climate Action Network Europe,org,1,7,0.263066,0.291786,18317.000754
49654992078-52,Merck,org,1,8,0.201474,0.215441,42.167132
9505781573-45,Bureau Européen des Unions de Consommateurs,org,1,7,0.255251,0.280285,17068.971622
107033410802-19,WIENER STADTWERKE GmbH,org,0,8,0.203312,0.217381,337.894689
98086919699-94,Akava ry,org,4,8,0.22617,0.24513,646.968376
353804021418-79,Gide,org,3,8,0.209399,0.224676,266.494124
668939195362-59,Eurasia Group Ltd.,org,-1,9,0.16202,0.169125,426.701015
264527121382-71,DASSAULT AVIATION,org,0,8,0.204627,0.217728,109.388005
008431330155-37,"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A.",org,3,8,0.220048,0.239457,548.3934
72911566925-69,The Coalition for Energy Savings,org,1,8,0.207952,0.222421,1190.92097
097928945982-83,Novo Nordisk Foundation,org,0,7,0.25623,0.28268,13938.812056
174765349204-32,Future Cleantech Architects,org,0,8,0.228664,0.245978,698.662025
36063991244-88,European Landowners' Organization asbl,org,4,8,0.207736,0.222446,473.568756
984518245434-36,Reclaim Finance,org,4,8,0.196024,0.208005,259.023809
75818824519-45,FoodDrinkEurope,org,4,8,0.207307,0.223107,960.272323
803183412905-34,EUROCADRES - THE COUNCIL OF EUROPEAN PROFESSIONAL AND MANAGERIAL STAFF,org,1,9,0.174171,0.18261,7.225535
078294941111-90,"Gavi, the Vaccine Alliance",org,5,8,0.187881,0.199789,2062.892903
92399882921-71,EURALIA,org,3,8,0.200133,0.21389,85.458868
0285583802-96,Naturschutzbund Deutschland e.V.,org,1,8,0.202219,0.214517,61.258069
554370792670-41,Bundesverband WindEnergie e.V.,org,0,8,0.217266,0.234608,248.066014
48325781850-28,MEDICINES FOR EUROPE,org,1,8,0.22315,0.243482,3533.165919
0001976677-12,The European Organisation for Packaging and the Environment,org,2,8,0.2006,0.212032,569.157573
91408765797-03,European Association Automotive Suppliers,org,0,7,0.25623,0.280054,3147.629027
17144181426-26,Deutscher Raiffeisenverband e.V.,org,0,8,0.220856,0.237605,1846.904252
4271427696-87,Eurelectric aisbl,org,1,7,0.237606,0.256971,2144.318776
62722978644-95,"European Association of Mining Industries, Metal Ores & Industrial Minerals",org,0,8,0.224734,0.243268,2244.436641
925995939257-35,"#SustainablePublicAffairs",org,0,7,0.248092,0.269275,4239.525436
462849021886-85,KIC InnoEnergy SE,org,0,8,0.228057,0.24701,125.233739
37399753690-65,Alzheimer Europe,org,2,9,0.188943,0.199811,117.147107
30988577529-37,GSMA Europe,org,-1,9,0.174829,0.184049,67.62881
5189667783-94,Zentralverband des Deutschen Handwerks e.V.,org,0,9,0.205817,0.220248,81.606639
76399831150-89,Bundesverband der Pharmazeutischen Industrie e.V.,org,0,8,0.213715,0.229674,67.996577
59004966537-01,European Community Shipowners' Associations,org,0,8,0.212958,0.228229,436.15317
355702910008-47,Swedish Forest Industries Federation,org,1,8,0.211833,0.229258,1668.716314
977869932377-59,European Association of Research and Technology Organisations,org,0,8,0.225746,0.242219,1250.103281
20457441380-38,BDEW Bundesverband der Energie- und Wasserwirtschaft e. V.,org,0,8,0.251306,0.276435,3519.148122
84917875724-73,Bundesverband Deutscher Leasing-Unternehmen e. V.,org,0,8,0.223398,0.241271,94.128871
48010783162-91,Construction Products Europe,org,3,9,0.16568,0.173511,600.5
748024293065-11,Sympower B.V.,org,0,8,0.21563,0.229592,100.263962
448233735022-37,Corteva Agriscience International SARL,org,1,8,0.210058,0.227741,1830.398223
13324391892-74,EnBW Energie Baden-Württemberg AG,org,0,8,0.240937,0.263982,2757.537821
2349218828-41,Mercedes-Benz Group AG,org,0,7,0.253851,0.279104,4994.218039
81643548590-64,Aqua Publica Europea,org,0,8,0.221262,0.237204,659.167198
430008722431-29,LinkedIn Ireland,org,2,8,0.21463,0.230689,665.748655
38392131923-05,KPN,org,0,8,0.198482,0.211709,278.614922
11063928073-34,Amnesty International Limited,org,5,8,0.234001,0.256073,9147.725191
206201438220-85,Centre for European Policy Studies,org,2,8,0.219245,0.238307,1472.738369
724659521441-85,Suomen Satamat ry / Finnish Ports Association,org,4,9,0.179045,0.190158,108.777805
47806848200-34,Zero Waste Europe,org,1,9,0.195833,0.207551,105.110773
56047191389-84,Fleishman-Hillard,org,3,8,0.202151,0.215863,913.609981
30523216596-22,Smiths Group plc,org,0,8,0.194566,0.205683,119.846993
93038071152-83,The European Steel Association,org,0,7,0.240264,0.264701,5619.579932
96816064173-47,BVI Bundesverband Investment und Asset Management e.V.,org,3,8,0.182743,0.194008,92.265697
38235121060-73,Dow Europe GmbH,org,0,8,0.218291,0.233589,237.502788
60402754518-05,PwCIL,org,3,9,0.178672,0.187633,1222.804656
63623305522-13,European Committee for Standardization,org,-1,9,0.178143,0.186602,600.5
629049847630-60,RENFE,org,3,8,0.209181,0.225189,199.309488
171298025234-65,EUTOP Europe GmbH,org,2,8,0.200801,0.21385,522.726314
2732167674-76,Airbus,org,0,7,0.26192,0.287852,12663.472271
38064081304-25,Deutsches Aktieninstitut,org,3,8,0.200734,0.213161,214.645473
98430135820-35,"Deutscher Naturschutzring, Dachverband der deutschen Natur-, Tier- und Umweltschutzverbände (DNR) e.V.",org,0,8,0.229187,0.247158,290.546404
013841522595-24,Terma A/S,org,1,8,0.198613,0.211456,74.2062
04903991238-83,Deutscher Caritasverband e. V.,org,0,8,0.202287,0.216332,348.636507
842315534764-63,Cruelty Free Europe,org,1,8,0.201676,0.21549,217.154671
469504914178-56,Chambers Ireland,org,2,8,0.191835,0.201746,39.228377
96668093651-33,Environmental Coalition on Standards,org,1,8,0.220774,0.237879,1338.106935
13118423364-86,Danish Dairy Board Brussels s.a.,org,1,8,0.20345,0.21746,92.661211
643879152710-58,VÖWG,org,0,8,0.202015,0.213997,374.356315
873508417106-05,ASD-Eurospace,org,0,8,0.213563,0.229553,537.977791
78787381113-69,BNP PARIBAS,org,3,7,0.248297,0.273117,10242.50483
87688971079-66,MBDA,org,0,8,0.214019,0.229297,718.109125
269853831446-79,Stora Enso Oyj,org,4,8,0.189897,0.20232,255.723479
96700978173-62,European Parliamentary Forum for Sexual & Reproductive Rights,org,5,8,0.192758,0.208044,2170.838261
76441066192-30,KLM Royal Dutch Airlines,org,0,8,0.214324,0.228695,165.079129
366117914426-10,Amazon Europe Core SARL,org,2,8,0.237138,0.260758,11050.632363
923424020779-19,Rasmussen Global,org,0,8,0.21594,0.232049,639.752688
421591329311-65,Deutsche Welle,org,3,9,0.168134,0.175509,146.312041
675176511033-32,European Industrial Hemp Association,org,1,8,0.209618,0.224052,121.051943
24037141789-48,Intesa Sanpaolo,org,0,8,0.203933,0.21581,163.15968
664485752936-32,Fusion Industry Association,org,1,8,0.201947,0.214985,454.081705
618061052788-41,newcleo,org,1,9,0.194881,0.207142,446.191644
65110063986-76,Association for Financial Markets in Europe,org,3,8,0.218847,0.239376,3821.422367
7955861942-03,"HOTREC, Hotels, Restaurants & Cafés in Europe",org,1,8,0.233275,0.253051,3782.470923
946343776-69,RENAULT,org,0,7,0.246567,0.271025,3773.985866
97810874431-67,Bioenergy Europe,org,0,8,0.231302,0.249447,2546.187548
764184537594-67,SAFRAN,org,0,8,0.218529,0.235749,835.943576
60974102057-03,France Industrie,org,0,8,0.21563,0.23098,211.311128
397482431021-09,European Association of Communications Agencies,org,2,8,0.20824,0.223232,197.068851
97914681026-14,Société nationale SNCF,org,3,8,0.213411,0.231447,697.974778
917393784-31,Deutsche Sozialversicherung Europavertretung,org,0,8,0.213715,0.229674,67.996577
84606487324-44,CAISSE DES DEPOTS,org,3,9,0.185562,0.196912,342.585803
376222916112-22,Unione Italiana del Lavoro,org,0,8,0.214477,0.227829,252.924554
4722660838-23,European Banking Federation,org,3,8,0.202559,0.217983,651.085587
707229945607-44,Grupo Vall Companys,org,1,10,0.163963,0.171522,235.138724
80267287489-88,International Diabetes Federation European Region,org,4,8,0.2002,0.213403,96.548672
651265846393-07,Alliance4Europe gGmbH,org,2,9,0.187998,0.197941,297.606655
945120918083-26,Pharma Deutschland e.V,org,0,8,0.233275,0.252662,863.989465
147745550056-17,Dansk Metalarbejderforbund,org,1,10,0.179901,0.190024,45.487667
61263518557-92,CIDSE - International Alliance of Catholic social justice organisations,org,2,9,0.207378,0.220939,656.080192
296711210890-30,Investment Company Institute,org,3,8,0.199867,0.213628,184.976879
3523776801-85,Bayer AG,org,0,8,0.227625,0.246213,2108.446682
509882515669-01,Affordable Medicines Europe,org,1,7,0.229799,0.248543,1864.276854
93272076510-87,EUROPEAN ORGANISATION FOR RARE DISEASES,org,1,8,0.207808,0.224459,520.139435
15913213485-46,Pesticide Action Network Europe,org,0,8,0.202628,0.215929,86.195896
672219746759-76,"OpenAI OpCo, LLC",org,2,9,0.196858,0.210839,1971.355927
05503341949-54,Allianz SE,org,3,8,0.230858,0.252437,4412.326865
05097472836-90,Humane World for Animals Europe,org,1,8,0.211386,0.228263,587.390174
61291462764-77,SANOFI,org,1,8,0.20188,0.217145,514.828738
105450620110-21,Orlen S.A.,org,2,9,0.195451,0.207995,1568.676264
569379418624-07,smartEn Smart Energy Europe,org,0,8,0.214706,0.229165,182.843013
73085531345-65,Deutscher Bauernverband,org,0,7,0.238171,0.260314,3663.62457
95713206856-14,AJC Transatlantic Institute,org,1,9,0.189121,0.200904,435.65305
69240395197-02,"Repsol, S.A.",org,3,9,0.172671,0.180855,265.970139
43251547769-22,European Youth Forum,org,0,8,0.226426,0.244483,4348.179604
243595329172-25,Finnish Food and Drink Industries' Federation (Elintarviketeollisuusliitto ry),org,4,8,0.216328,0.23603,1056.789088
424179021711-46,Confédération Européenne des Vignerons Indépendants,org,1,8,0.212732,0.229438,778.050684
191538712765-84,Wikimedia Europe,org,2,8,0.200266,0.213614,141.28324
47937943241-80,FUNDACION OCEANA,org,1,8,0.214937,0.231943,2461.630511
40538475090-82,Fern,org,1,7,0.238833,0.258552,4839.252471
03181945560-59,Google,org,2,7,0.261579,0.292337,23178.240896
477741096932-60,SALCEF Spa,org,3,8,0.203726,0.218215,36.416654
87980341522-66,Deutscher Anwaltverein (German Bar Association),org,2,8,0.221343,0.238724,1830.587759
208351410839-33,Indra,org,1,8,0.198025,0.210592,539.04521
02550382403-01,Leonardo S.p.A.,org,1,8,0.221751,0.23769,1960.598221
7829357255-35,Hospodářská komora České republiky,org,0,8,0.199139,0.211552,87.450713
9224280267-20,European Aluminium AISBL,org,0,7,0.237044,0.257048,2203.806003
597299249832-87,Confédération Générale du Travail (CGT),org,2,9,0.195769,0.208372,299.971451
0223480577-59,International Capital Market Association,org,3,9,0.175697,0.185637,46.402345
2427500988-58,British American Tobacco,org,0,8,0.199668,0.211395,93.759565
85679286747-21,Acumen Public Affairs,org,0,7,0.237325,0.254095,2353.453339
56705163713-93,Swedish Match,org,1,9,0.180658,0.190074,189.552667
384747740519-08,"CONCITO, Denmarks Green Think Tank",org,1,8,0.22711,0.244948,750.065275
11362308587-10,Euroseeds,org,1,8,0.201676,0.216345,775.975905
669359510572-76,RTE Réseau de transport d'électricité,org,2,9,0.203381,0.216,775.593476
976985829492-08,"Snap, Inc.",org,2,8,0.214553,0.231904,680.540571
72029513877-54,ACT | The App Association,org,4,8,0.213715,0.229158,305.812194
43284012043-03,Alstom,org,0,7,0.237325,0.25968,2632.432496
35167875358-33,Nokia,org,4,7,0.233185,0.253054,3177.613527
479468313744-50,Ibec,org,2,8,0.226511,0.245415,3871.417702
75617941310-89,Johnson & Johnson,org,0,8,0.228925,0.247444,1414.616443
08957111909-85,Connect Europe,org,2,9,0.184821,0.195904,220.362274
827752410362-51,European Olympic Committees EU Office,org,1,9,0.17788,0.187386,205.224218
992849548674-05,D64 - Zentrum für digitalen Fortschritt e. V.,org,5,9,0.189957,0.200028,138.55074
12493392840-79,Eurocities,org,3,8,0.212132,0.229603,4520.550093
84973761187-60,EuroCommerce,org,0,8,0.244363,0.267054,8532.43913
52431421-12,"Telefonica, S.A.",org,1,8,0.193502,0.204492,384.134919
58258552517-56,European Committee for Electrotechnical Standardization,org,-1,9,0.178143,0.186602,600.5
035366013790-68,Koninklijke Philips,org,0,8,0.206879,0.221945,446.437752
78160685782-84,Airlines for America,org,2,9,0.196665,0.20914,159.159155
33213703459-54,Insurance Europe,org,3,8,0.202219,0.217246,446.867187
251522412114-31,Coordination Rurale Union Nationale,org,1,9,0.196729,0.210888,289.976448
746025510283-01,Eutelsat,org,0,8,0.217895,0.235754,406.543989
600525713796-88,Assicurazioni Generali S.p.A,org,0,8,0.206666,0.222,500.414684
0745650927-75,ExxonMobil Petroleum & Chemical,org,0,7,0.272357,0.300778,19047.382018
91471238809-21,MFE - MEDIAFOREUROPE N.V,org,2,8,0.203588,0.219201,1241.648051
113054111397-33,European Forum for Manufacturing,org,0,8,0.200667,0.21284,26.12651
31200871765-41,Handelsverband Deutschland,org,0,8,0.235099,0.254001,1955.83465
624025437423-56,Koninklijke Bouwend Nederland,org,0,7,0.208601,0.222709,166.795266
04134171823-87,International Copper Association Europe,org,0,8,0.224148,0.239711,395.204136
1634450483-86,Landbrug & Fødevarer - Danish Agriculture and Food Council,org,1,8,0.204557,0.219175,347.815924
67833029261-54,NATURGY ENERGY GROUP,org,2,9,0.182522,0.193161,425.33986
849413211923-25,CONSEIL EUROPEEN DES JEUNES AGRICULTEURS,org,1,8,0.21625,0.232111,987.119382
0767788931-41,Bundesverband Öffentlicher Banken Deutschlands eV,org,0,8,0.222325,0.238648,551.247149
4518600611-48,Danish Shipping,org,1,8,0.202833,0.216724,206.374621
34100356706-23,ARCTURUS GROUP,org,0,8,0.197245,0.209604,1521.032705
358284014848-82,industriAll European Trade Union,org,2,8,0.219245,0.237168,1650.490493
80667711712-64,DFS Deutsche Flugsicherung GmbH,org,1,9,0.187005,0.197224,98.514686
1298286943-59,EuropaBio,org,1,7,0.232644,0.253925,3275.74973
6437280268-55,Gesamtverband der Deutschen Versicherungswirtschaft e.V.,org,3,8,0.21625,0.231882,1477.795746
61911227368-75,European Patients' Forum (EPF),org,1,8,0.21463,0.231804,434.214798
57745478360-42,EUROPEAN FEDERATION OF BUILDING AND WOODWORKERS,org,1,8,0.217816,0.234275,354.881947
90142503473-81,Vodafone Belgium SA,org,2,9,0.191835,0.203014,276.165188
9765362691-45,Verband Deutscher Maschinen- und Anlagenbau e.V.,org,0,8,0.220289,0.23745,1421.2413
16549972091-86,AGE Platform Europe,org,5,8,0.187529,0.198425,185.568295
987000037766-14,ChargeUp Europe,org,0,7,0.243178,0.265032,2968.752864
28418016649-41,EURODOM,org,1,9,0.210868,0.228826,1929.794239
22092908193-23,European Electronic Component Manufacturers' Association,org,2,9,0.171931,0.180905,25.343656
60975211600-74,Invest Europe,org,3,7,0.239976,0.261804,3779.962807
317259347794-40,Satispay Europe SA,org,3,10,0.15199,0.158659,219.950566
981559116223-93,Banking & Payments Federation Ireland,org,2,8,0.205536,0.219206,521.149687
138719717404-80,A. Menarini Industrie Farmaceutiche Riunite s.r.l.,org,0,9,0.211164,0.223906,78.110551
350977437809-66,Costa Cruises,org,0,8,0.208818,0.222609,296.829931
4656646862-72,Land- en Tuinbouw Organisatie Nederland,org,2,8,0.196408,0.207228,149.030372
679535014238-83,European Partnership for Democracy,org,2,8,0.211238,0.227531,373.060023
963373911020-79,Association nationale interprofessionnelle du bétail et des viandes,org,1,9,0.202833,0.216667,76.659063
096491595821-96,EchoStar Mobile Limited,org,-1,10,0.161715,0.169057,3.04356
10257354120-19,Neste Oyj,org,0,8,0.232734,0.252032,984.387477
5975679180-97,Association Française de la Gestion financière,org,3,8,0.201812,0.216266,52.205415
10405322962-08,Wirtschaftskammer Österreich,org,0,8,0.227884,0.246765,4560.415943
06248449380-53,Continental AG,org,0,7,0.22507,0.242663,708.722527
22400601191-42,Deutsche Industrie- und Handelskammer,org,0,7,0.243178,0.264812,2839.411635
32738888445-74,European Confederation of Independent Trade Unions,org,1,8,0.201609,0.213947,292.15564
312446938719-11,eFuel Alliance,org,0,8,0.229274,0.247003,515.53626
02963738854-41,CEOE - Confederación Española de Organizaciones Empresariales,org,0,7,0.225408,0.240999,1288.148107
64270747023-20,DIGITALEUROPE,org,2,7,0.238359,0.259955,7560.365268
37937886834-69,European Magazine Media Association,org,2,8,0.21509,0.230674,243.555899
36529354479-57,Groupement Européen des Sociétés d'Auteurs et Compositeurs,org,2,9,0.174171,0.183434,210.115896
20705158207-35,Finance Denmark,org,1,8,0.213411,0.228013,128.150553
612547127497-45,Reporters sans frontières,org,2,9,0.174373,0.183551,257.946136
27762251795-15,Confederazione Generale dell'Industria Italiana,org,0,8,0.207808,0.221327,265.830428
54666125767-31,Offshore Norge,org,1,8,0.224986,0.243193,1097.396127
01554483175-08,European Sea Ports Organisation,org,-1,10,0.145518,0.152286,169.432321
400207831496-21,Vinces Consulting,org,3,9,0.17287,0.181014,495.155987
78662404191-38,Umicore,org,0,8,0.201744,0.214082,117.847718
16311905144-06,European Digital Rights,org,2,8,0.211386,0.229384,1652.734164
1414929419-24,WWF European Policy Programme,org,0,8,0.235929,0.256516,3853.478042
77659588648-75,Hydrogen Europe,org,1,8,0.232195,0.252522,2407.368294
986044541551-20,Stellantis,org,0,7,0.233185,0.253167,619.287372
65780747925-05,Aedes vereniging van woningcorporaties,org,2,8,0.212432,0.228375,1809.391018
044840152318-38,Atlantic Copper S.L.U.,org,0,8,0.218926,0.23424,407.044544
56039441735-48,Maa- ja metsätaloustuottajain Keskusliitto – Central Union of Agricultural Producers and Forest Owners,org,4,8,0.230858,0.25353,4965.391995
347494446863-32,Copenhagen Infrastructure Partners P/S,org,2,9,0.192511,0.20468,595.299865
963186850826-94,FORVIA,org,0,7,0.231747,0.250253,352.910342
587174614073-09,European Roma Grassroots Organisations Network,org,-1,9,0.176471,0.184986,322.505487
933102147733-91,Irish Farmers' Association,org,2,8,0.218132,0.234455,1462.84294
476264952209-53,Secrets Toxiques,org,2,8,0.203312,0.215849,53.583409
26986828838-57,CANSO - Civil Air Navigation Services Organisation,org,0,8,0.233275,0.252034,2090.216559
784839644387-27,Europe Jacques Delors,org,0,8,0.228317,0.244839,1185.925911
44856881231-49,European farmers,org,-1,9,0.213336,0.235288,7792.688391
433904133145-65,The Chemours Company,org,0,8,0.20617,0.219711,670.754792
969504320672-09,ECOLAB,org,1,8,0.201676,0.214528,256.214468
908208124300-82,Animal Welfare Foundation e.V.,org,1,9,0.181257,0.191003,22.457169
10439809375-73,Global Witness,org,1,8,0.218529,0.235108,2879.887573
200145833328-59,"Center for Reproductive Rights, Inc.",org,5,9,0.181366,0.191115,271.058449
6809935493-49,Eurogroup for Animals,org,1,8,0.25289,0.2821,22301.02701
661042540157-54,Helsingin yliopisto,org,4,8,0.227539,0.245443,454.049993
27799842497-69,SUEZ Group,org,2,8,0.209036,0.224544,831.363129
1413466815-09,Manufacture Française des Pneumatiques Michelin,org,0,8,0.22465,0.241762,365.056591
4266797770-31,Siemens AG,org,0,7,0.246668,0.268931,3730.229873
27429403444-01,Vereniging VBO,org,0,8,0.219166,0.233557,162.835092
18343956476-47,EuroMed Rights / EuroMed Droits,org,5,9,0.179686,0.19173,1490.334515
39671713910-36,Finnish Forest Industries Federation (Metsäteollisuus ry),org,4,7,0.240552,0.265978,5782.691553
51773601133-57,Volvo AB,org,0,8,0.213336,0.2288,140.774365
27053044762-72,"Chemicals, Health and Environment Monitoring Trust",org,0,8,0.201339,0.213236,61.24118
339678392842-33,Watershed Technology Inc,org,0,8,0.233004,0.251436,589.341844
65515368730-59,KPMG,org,3,8,0.203726,0.218215,36.416654
10751968675-85,Infineon Technologies AG,org,2,8,0.222984,0.240296,1748.37498
29934726424-76,Bellona Europa,org,0,8,0.224231,0.237919,248.30046
92127312521-05,Diehl Stiftung & Co. KG,org,0,8,0.221915,0.238376,527.525225
653719049906-81,Port of Antwerp-Bruges International,org,0,8,0.219726,0.236016,564.781174
385192846585-87,Glastuinbouw Nederland,org,0,7,0.217895,0.234135,733.162927
67289359786-33,Mazda Motor Logistics Europe N.V.,org,-1,8,0.195387,0.208242,3025.760022
61370904700-45,"Council of European Employers of the Metal, Engineering and Technology-based Industries",org,1,8,0.205255,0.219318,72.365464
70614728635-77,eu travel tech,org,0,9,0.187646,0.198594,250.48006
681872220973-70,Swedish Society for Nature Conservation,org,1,8,0.191652,0.202468,40.02102
36944616803-45,European Barge Union,org,-1,9,0.181585,0.191046,999.592068
79465004946-12,European Ceramic Industry Association,org,2,9,0.190318,0.201129,84.714977
46834536998-79,The Pew Charitable Trusts,org,1,8,0.214937,0.228176,713.200761
027101040841-39,ALDI Nord Holding Stiftung & Co. KG,org,1,9,0.209181,0.223544,211.55358
5378003762-62,TOYOTA MOTOR EUROPE,org,2,8,0.203381,0.217743,1644.320307
818300434979-49,PGE Polska Grupa Energetyczna SA,org,2,8,0.188351,0.199498,1510.115504
0649790813-47,Association des Constructeurs Européens d'Automobiles,org,0,7,0.269791,0.301698,22805.369396
697362735627-20,Save the Children Europe,org,5,9,0.183189,0.19413,1805.532633
336652841692-70,Texas Instruments,org,2,9,0.174272,0.183259,265.484384
27116427434-57,Teva Pharmaceuticals Europe BV,org,0,8,0.24546,0.26763,4705.372431
2893800753-48,Verbraucherzentrale Bundesverband,org,2,8,0.212132,0.228364,1022.160252
336765244362-96,International Rescue Committee Inc,org,5,8,0.197569,0.212189,1122.204006
45953576620-17,European Energy Forum,org,0,7,0.24799,0.270744,9087.375951
07595112423-87,Deutscher Gewerkschaftsbund,org,1,7,0.251621,0.277216,8569.235856
141376015883-52,Kaupan liitto ry - Finnish Commerce Federation,org,4,8,0.229975,0.250167,1513.781691
285977820662-03,Uniper,org,0,8,0.22711,0.245081,672.30718
76331988454-11,Jernkontoret,org,1,9,0.179045,0.189093,34.902286
482997418651-48,Boliden Group,org,1,9,0.188528,0.200768,1571.583747
824008510430-67,BLOOM Association,org,1,8,0.196794,0.210105,712.841
0014082722-83,EUROCHAMBRES – Association of European Chambers of Commerce and Industry,org,0,8,0.207164,0.221938,412.763577
75311753240-67,Honeywell Europe NV,org,0,8,0.21486,0.229427,280.008838
18574111503-28,Association of Commercial Television and Video on Demand Services in Europe,org,2,8,0.206524,0.223129,1413.970625
14200875377-44,ATD Quart Monde,org,2,8,0.192634,0.20418,251.242303
99005441548-23,Efficient Buildings Europe,org,0,8,0.21625,0.230986,79.19681
793227839090-06,European Food Forum,org,2,9,0.188057,0.200644,357.307966
05032108616-26,Shell Companies,org,2,8,0.219967,0.237952,2949.813749
424540741196-66,Bund für Umwelt und Naturschutz Deutschland e. V.,org,1,8,0.235007,0.254654,1706.173096
39456841401-09,Forbrugerrådet Tænk (the Danish Consumer Council),org,1,8,0.225239,0.242124,431.491504
40386322300-77,eBay EU liaison office,org,0,7,0.222654,0.237003,565.218772
42122398878-52,Confederazione Nazionale dell'Artigianato e della Piccola e Media Impresa,org,1,8,0.207593,0.220867,217.49891
157405242660-26,VNG AG,org,0,8,0.223481,0.240288,118.818623
19153965510-75,EUROALLIAGES,org,0,9,0.18164,0.191868,0.111111
237768853046-23,EWE Aktiengesellschaft,org,0,8,0.226,0.242215,552.187595
673411795648-35,SETEC,org,3,8,0.203726,0.218215,36.416654
91269481588-28,Novartis International AG,org,1,9,0.212207,0.227044,1411.889372
425907016121-93,Julkisten ja hyvinvointialojen liitto JHL ry,org,4,8,0.209181,0.225896,322.98416
26207914726-42,FuelsEurope,org,0,7,0.256339,0.281661,8952.113959
28666427835-74,Meta Platforms Ireland Limited and its various subsidiaries,org,2,7,0.262377,0.293582,27992.326311
520775919740-63,Civil Society Europe,org,2,8,0.216952,0.232258,730.353828
08569166274-90,MOL Hungarian Oil and Gas Company,org,1,8,0.217501,0.234168,2061.239435
74081206759-11,Confédération des Petites et Moyennes Entreprises,org,0,9,0.197829,0.209212,81.709307
646839153363-65,European Horse Network,org,2,9,0.188943,0.199811,117.147107
89632641000-47,European Policy Centre,org,5,8,0.190138,0.200839,1298.088555
60052162589-72,Deutsche Telekom,org,1,8,0.237512,0.257734,3828.719122
704913852575-79,Rockwood Public Affairs,org,2,9,0.201744,0.216123,478.010255
315986753108-74,Luonnonvarakeskus,org,4,8,0.189718,0.203639,172.684622
774047715805-95,Finnish trade union representation to the EU,org,4,8,0.20889,0.22553,110.670561
83370363079-88,Commerzbank AG,org,3,8,0.184481,0.194409,193.332887
204793610436-15,Aliénor,org,1,10,0.161802,0.170001,212.510403
524976815651-12,Centre for European Reform,org,-1,10,0.171002,0.178828,825.992206
17909506129-41,EUROGAS,org,0,8,0.236021,0.256364,2683.66873
11503381325-76,Confederation of Danish Employers,org,1,8,0.219245,0.23619,678.654726
01678796979-90,Netherlands House for Education and Research (Neth-ER),org,0,8,0.217423,0.232914,267.786741
106034119290-26,KWS SAAT SE & Co. KGaA,org,1,9,0.175954,0.185562,78.098554
05546466757-61,Friedrich-Ebert-Stiftung,org,1,8,0.23148,0.249982,1716.700953
508695011366-29,The Central Organisation of Finnish Trade Unions SAK,org,4,8,0.186136,0.197628,55.397761
